日期,身份別,多方交易口數,多方交易契約金額(百萬元),空方交易口數,空方交易契約金額(百萬元),多空交易口數淨額,多空交易契約金額淨額(百萬元),多方未平倉口數,多方未平倉契約金額(百萬元),空方未平倉口數,空方未平倉契約金額(百萬元),多空未平倉口數淨額,多空未平倉契約金額淨額(百萬元)
2021/7/23,自營商,174419,37234,185039,39082,-10620,-1848,198809,101663,233571,56766,-34762,44897
2021/7/23,投信,688,2110,283,985,405,1125,23678,68958,20612,62989,3066,5969
2021/7/23,外資及陸資,471456,336212,477579,339892,-6123,-3680,115459,88183,432746,284957,-317287,-196774
2021/7/26,自營商,226131,43338,247685,39186,-21554,4152,204228,105838,260650,57328,-56422,48510
2021/7/26,投信,83,260,996,3377,-913,-3117,23111,66216,20958,63441,2153,2775
2021/7/26,外資及陸資,453566,312963,459859,314499,-6293,-1536,118566,86894,442140,282215,-323574,-195321
2021/7/27,自營商,282177,41044,265763,49303,16414,-8259,221516,102623,261502,62093,-39986,40530
2021/7/27,投信,59,198,124,420,-65,-222,23048,65859,20960,63331,2088,2528
2021/7/27,外資及陸資,555177,361378,544169,356217,11008,5161,126026,87673,438646,276306,-312620,-188633
2021/7/28,自營商,478089,89170,505991,87875,-27902,1295,168586,98910,219237,57502,-50651,41408
2021/7/28,投信,37,86,1779,6003,-1742,-5917,22420,62956,22075,66372,345,-3416
2021/7/28,外資及陸資,1013982,643127,1010954,633177,3028,9950,113647,82954,428244,259592,-314597,-176638
2021/7/29,自營商,212371,42024,198735,41306,13636,718,198280,102389,235023,59687,-36743,42702
2021/7/29,投信,1145,3959,2,7,1143,3952,22787,65539,21299,65078,1488,461
2021/7/29,外資及陸資,456396,392896,446397,374022,9999,18874,127625,98432,432244,260100,-304619,-161668
2021/7/30,自營商,175912,36465,180321,39404,-4409,-2939,197433,96693,238345,57220,-40912,39473
2021/7/30,投信,222,723,447,1535,-225,-812,22782,64923,21519,65278,1263,-355
2021/7/30,外資及陸資,458201,340796,463028,345133,-4827,-4337,128091,91733,437507,255539,-309416,-163806
2021/8/2,自營商,260275,53773,264104,53959,-3829,-186,203538,97835,248125,57841,-44587,39994
2021/8/2,投信,903,3147,0,0,903,3147,23133,67249,20967,64463,2166,2786
2021/8/2,外資及陸資,497547,403081,491249,404109,6298,-1028,137324,100724,440475,268908,-303151,-168184
2021/8/3,自營商,190198,39892,198638,37604,-8440,2288,209858,99517,262841,57238,-52983,42279
2021/8/3,投信,47,157,79,276,-32,-119,23064,67060,20930,64390,2134,2670
2021/8/3,外資及陸資,451169,299280,456610,297531,-5441,1749,134612,99184,443231,265922,-308619,-166738
2021/8/4,自營商,312728,41893,301225,42104,11503,-211,190308,100643,238331,58329,-48023,42314
2021/8/4,投信,424,1424,7,0,417,1424,23257,68037,20706,63931,2551,4106
2021/8/4,外資及陸資,450943,269078,448709,262845,2234,6233,132222,105357,442005,266811,-309783,-161454
2021/8/5,自營商,109012,21444,120045,22669,-11033,-1225,194986,98104,254043,57178,-59057,40926
2021/8/5,投信,184,639,124,413,60,226,23245,67911,20634,63584,2611,4327
2021/8/5,外資及陸資,306588,197228,328457,214709,-21869,-17481,128626,97529,460281,276172,-331655,-178643
2021/8/6,自營商,190481,46715,195173,45901,-4692,814,202517,98341,266188,56868,-63671,41473
2021/8/6,投信,9,8,464,1618,-455,-1610,23116,67035,20951,64314,2165,2721
2021/8/6,外資及陸資,414804,332020,411010,322591,3794,9429,134771,96464,462629,264545,-327858,-168081
2021/8/9,自營商,220379,47476,220645,49531,-266,-2055,214345,97682,278234,58115,-63889,39567
2021/8/9,投信,94,314,493,1715,-399,-1401,23133,66960,21367,65645,1766,1315
2021/8/9,外資及陸資,453229,338168,443231,328111,9998,10057,141463,98983,459336,256305,-317873,-157322
2021/8/10,自營商,259168,44785,265403,45334,-6235,-549,227155,98955,297258,60179,-70103,38776
2021/8/10,投信,26,70,527,1823,-501,-1753,22990,66038,21725,66477,1265,-439
2021/8/10,外資及陸資,449844,279999,448318,288936,1526,-8937,145152,97088,461499,261761,-316347,-164673
2021/8/11,自營商,456090,62878,468004,63738,-11914,-860,195581,95039,254179,57277,-58598,37762
2021/8/11,投信,132,367,337,1130,-205,-763,23006,65571,21946,66770,1060,-1199
2021/8/11,外資及陸資,626687,378264,623719,391400,2968,-13136,141821,88568,454145,265103,-312324,-176535
2021/8/12,自營商,160692,32076,157729,33719,2963,-1643,207766,94175,263447,58287,-55681,35888
2021/8/12,投信,100,328,68,233,32,95,23038,65606,21946,66713,1092,-1107
2021/8/12,外資及陸資,391848,298390,391908,294520,-60,3870,150834,93962,463215,266722,-312381,-172760
2021/8/13,自營商,250313,56430,256920,57381,-6607,-951,211772,95695,274068,60927,-62296,34768
2021/8/13,投信,3409,6602,3767,7842,-358,-1240,22984,64562,22250,66892,734,-2330
2021/8/13,外資及陸資,523831,396659,519007,402823,4824,-6164,157654,91634,464143,267602,-306489,-175968
2021/8/16,自營商,324943,72070,323563,74001,1380,-1931,226340,92160,287309,59470,-60969,32690
2021/8/16,投信,21435,67204,21740,68176,-305,-972,22858,63363,22429,66639,429,-3276
2021/8/16,外資及陸資,693496,481192,675554,458607,17942,22585,168760,99916,457281,252163,-288521,-152247
2021/8/17,自營商,314396,70109,310982,70640,3414,-531,235542,89659,291228,57680,-55686,31979
2021/8/17,投信,20090,55449,20212,56090,-122,-641,22989,62906,22682,66804,307,-3898
2021/8/17,外資及陸資,627918,429487,626168,425200,1750,4287,176992,101699,463754,247672,-286762,-145973
2021/8/18,自營商,582093,99163,569407,95356,12686,3807,152524,78917,151793,33439,731,45478
2021/8/18,投信,1206,3778,359,961,847,2817,23155,64298,22001,65436,1154,-1138
2021/8/18,外資及陸資,856978,493761,846977,495557,10001,-1796,90357,77397,343030,224304,-252673,-146907
2021/8/19,自營商,349227,57307,346755,63924,2472,-6617,193574,76914,190309,39088,3265,37826
2021/8/19,投信,10,33,1425,4486,-1415,-4453,22662,61432,22923,66994,-261,-5562
2021/8/19,外資及陸資,578807,496568,591032,491286,-12225,5282,111815,80719,376710,217951,-264895,-137232
2021/8/20,自營商,353825,62677,350428,63507,3397,-830,210869,78366,204351,41907,6518,36459
2021/8/20,投信,53,101,285,924,-232,-823,22638,60737,23131,67077,-493,-6340
2021/8/20,外資及陸資,657988,602792,651089,588557,6899,14235,120740,81961,378736,203983,-257996,-122022
2021/8/23,自營商,334515,51597,324054,49568,10461,2029,227822,83304,210532,43728,17290,39576
2021/8/23,投信,1571,5239,9,30,1562,5209,23094,64081,22025,65409,1069,-1328
2021/8/23,外資及陸資,498878,373166,492474,373110,6404,56,136904,92211,388523,218142,-251619,-125931
2021/8/24,自營商,260331,34309,254419,37048,5912,-2739,236644,83180,213378,46094,23266,37086
2021/8/24,投信,263,852,0,0,263,852,23207,64833,21875,65312,1332,-479
2021/8/24,外資及陸資,434486,273616,433808,271861,678,1755,142765,95830,393730,220449,-250965,-124619
2021/8/25,自營商,428381,47854,404638,47950,23743,-96,204852,82263,183114,44992,21738,37271
2021/8/25,投信,659,2169,8,3,651,2166,23420,66208,21437,64531,1983,1677
2021/8/25,外資及陸資,450987,286744,454885,283642,-3898,3102,138029,104193,394709,227322,-256680,-123129
2021/8/26,自營商,226352,46214,246825,40749,-20473,5465,209481,84661,208203,41762,1278,42899
2021/8/26,投信,9,23,126,428,-117,-405,23301,65925,21435,64657,1866,1268
2021/8/26,外資及陸資,420096,374216,424613,375006,-4517,-790,139096,93338,400311,217396,-261215,-124058
2021/8/27,自營商,244216,42144,236099,50599,8117,-8455,222279,81765,212727,46914,9552,34851
2021/8/27,投信,630,2164,921,3164,-291,-1000,22470,63756,20895,63479,1575,277
2021/8/27,外資及陸資,400960,353015,392326,340302,8634,12713,145363,99876,397947,212088,-252584,-112212
2021/8/30,自營商,253690,37269,254074,37246,-384,23,229516,83966,216492,47596,13024,36370
2021/8/30,投信,821,2809,5,17,816,2792,22657,64968,20266,61903,2391,3065
2021/8/30,外資及陸資,348599,277356,360883,283951,-12284,-6595,149368,96787,414242,216714,-264874,-119927
2021/8/31,自營商,334947,54702,340876,56138,-5929,-1436,235381,85750,228054,50525,7327,35225
2021/8/31,投信,591,2062,9,28,582,2034,22723,65652,19750,60532,2973,5120
2021/8/31,外資及陸資,467166,353307,466999,352007,167,1300,156973,116448,421698,235537,-264725,-119089
2021/9/1,自營商,360279,53410,373339,52052,-13060,1358,201458,83181,201413,46470,45,36711
2021/9/1,投信,69,217,50,135,19,82,22730,65777,19738,60559,2992,5218
2021/9/1,外資及陸資,507171,328785,519635,337956,-12464,-9171,147878,113366,423834,241371,-275956,-128005
2021/9/2,自營商,249682,47591,249679,48846,3,-1255,226650,81069,226192,45955,458,35114
2021/9/2,投信,4,14,373,1292,-369,-1278,22585,64705,19962,60807,2623,3898
2021/9/2,外資及陸資,424183,363740,423618,348690,565,15050,148683,111343,424044,223303,-275361,-111960
2021/9/3,自營商,251152,44235,237541,46662,13611,-2427,248900,85243,234807,52140,14093,33103
2021/9/3,投信,352,1232,269,595,83,637,22332,64881,19626,60309,2706,4572
2021/9/3,外資及陸資,405790,323191,405309,335822,481,-12631,155489,110151,430378,236287,-274889,-126136
2021/9/6,自營商,288795,46715,271750,48261,17045,-1546,262391,84546,231098,53022,31293,31524
2021/9/6,投信,29,76,256,888,-227,-812,22311,64771,19832,61007,2479,3764
2021/9/6,外資及陸資,520860,373425,514875,360110,5985,13315,164891,114662,433786,226980,-268895,-112318
2021/9/7,自營商,313006,47837,329384,47918,-16378,-81,266167,86340,251218,54986,14949,31354
2021/9/7,投信,7,18,791,2751,-784,-2733,21532,61797,19837,60781,1695,1016
2021/9/7,外資及陸資,438510,318834,439914,316593,-1404,2241,164907,110240,435209,220006,-270302,-109766
2021/9/8,自營商,495383,68912,518092,67733,-22709,1179,242190,81248,207694,48876,34496,32372
2021/9/8,投信,47,107,865,2960,-818,-2853,21257,60241,20380,62089,877,-1848
2021/9/8,外資及陸資,618395,399937,611034,394096,7361,5841,165728,112853,427213,215347,-261485,-102494
2021/9/9,自營商,247574,56644,250827,54213,-3253,2431,248271,83796,216743,49074,31528,34722
2021/9/9,投信,94,207,838,2771,-744,-2564,20513,57598,20380,62007,133,-4409
2021/9/9,外資及陸資,490860,440099,483048,436447,7812,3652,170997,113976,429167,212953,-258170,-98977
2021/9/10,自營商,250528,56643,244866,55639,5662,1004,260824,89240,223685,53042,37139,36198
2021/9/10,投信,3007,5566,2425,3516,582,2050,20597,58678,19882,61098,715,-2420
2021/9/10,外資及陸資,432470,347868,444635,356196,-12165,-8328,178373,120536,448720,229394,-270347,-108858
2021/9/13,自營商,222739,63789,232881,60559,-10142,3230,262862,95685,235694,56422,27168,39263
2021/9/13,投信,19009,61504,19149,61952,-140,-448,20572,58367,19997,61233,575,-2866
2021/9/13,外資及陸資,469711,389179,478555,398614,-8844,-9435,183333,115727,462545,233470,-279212,-117743
2021/9/14,自營商,275009,62343,253211,66095,21798,-3752,287458,92339,238544,56712,48914,35627
2021/9/14,投信,18843,54057,18624,53630,219,427,20680,58731,19887,61189,793,-2458
2021/9/14,外資及陸資,486067,396991,489001,394173,-2934,2818,188035,121715,470202,236316,-282167,-114601
2021/9/15,自營商,439156,88945,449487,88622,-10331,323,161995,81360,117909,31910,44086,49450
2021/9/15,投信,331,820,1330,4534,-999,-3714,19841,55478,20099,61647,-258,-6169
2021/9/15,外資及陸資,523136,351432,525876,343167,-2740,8265,84255,86107,328978,195123,-244723,-109016
2021/9/16,自營商,164116,34976,171880,33070,-7764,1906,185722,83718,149205,32605,36517,51113
2021/9/16,投信,4,14,317,1067,-313,-1053,19749,54923,20320,62119,-571,-7196
2021/9/16,外資及陸資,276400,233485,299504,248050,-23104,-14565,95274,83947,363104,206903,-267830,-122956
2021/9/17,自營商,229490,42779,218625,47591,10865,-4812,200389,84101,152864,37685,47525,46416
2021/9/17,投信,74,256,0,0,74,256,19801,55244,20298,62199,-497,-6955
2021/9/17,外資及陸資,332167,305021,330545,296511,1622,8510,106853,93773,373070,208675,-266217,-114902
2021/9/22,自營商,377683,67390,426006,59473,-48323,7917,184917,89422,145191,36069,39726,53353
2021/9/22,投信,13,17,1974,6646,-1961,-6629,18540,49736,20998,63159,-2458,-13423
2021/9/22,外資及陸資,453268,354725,466875,367973,-13607,-13248,102615,85549,377581,210890,-274966,-125341
2021/9/23,自營商,188172,39364,176330,40011,11842,-647,209514,91036,158288,37871,51226,53165
2021/9/23,投信,481,1643,49,148,432,1495,18672,50711,20698,62785,-2026,-12074
2021/9/23,外資及陸資,308499,290683,311147,284985,-2648,5698,115342,94720,393034,215555,-277692,-120835
2021/9/24,自營商,180858,35773,173945,38405,6913,-2632,222473,90090,164327,38932,58146,51158
2021/9/24,投信,488,1682,39,134,449,1548,18743,51459,20320,62108,-1577,-10649
2021/9/24,外資及陸資,302517,263514,302337,267876,180,-4362,129239,98786,406721,225532,-277482,-126746
2021/9/27,自營商,190965,38429,192576,36671,-1611,1758,235026,94645,178448,41387,56578,53258
2021/9/27,投信,26,90,11,22,15,68,18748,51630,20310,62237,-1562,-10607
2021/9/27,外資及陸資,316683,253329,322200,264573,-5517,-11244,138261,102440,421335,240840,-283074,-138400
2021/9/28,自營商,237991,46841,254280,44775,-16289,2066,243702,96088,203465,41217,40237,54871
2021/9/28,投信,11,38,885,3032,-874,-2994,17996,48688,20432,62214,-2436,-13526
2021/9/28,外資及陸資,354269,276976,359308,270558,-5039,6418,148449,95721,431936,226279,-283487,-130558
2021/9/29,自營商,429344,75497,466581,71816,-37237,3681,207887,98702,175319,41017,32568,57685
2021/9/29,投信,177,567,1507,5025,-1330,-4458,17539,46163,21305,63867,-3766,-17704
2021/9/29,外資及陸資,567109,424758,579148,433047,-12039,-8289,140994,93048,437987,228918,-296993,-135870
2021/9/30,自營商,238780,52248,237165,50764,1615,1484,225398,100886,191121,41478,34277,59408
2021/9/30,投信,539,1824,5,17,534,1807,17746,47132,20978,63136,-3232,-16004
2021/9/30,外資及陸資,394875,386077,389845,378157,5030,7920,159675,101621,451692,230287,-292017,-128666
2021/10/1,自營商,308745,64810,319676,65006,-10931,-196,238938,102469,215276,44478,23662,57991
2021/10/1,投信,169,555,1261,4166,-1092,-3611,17652,45729,21975,64948,-4323,-19219
2021/10/1,外資及陸資,510153,464878,518936,457516,-8783,7362,170296,113530,471081,231484,-300785,-117954
2021/10/4,自營商,311017,58938,324555,60271,-13538,-1333,246821,100851,236728,44688,10093,56163
2021/10/4,投信,184,603,37,118,147,485,17816,45855,21992,64405,-4176,-18550
2021/10/4,外資及陸資,592586,491506,583471,481883,9115,9623,176703,116735,468370,223502,-291667,-106767
2021/10/5,自營商,357134,66163,363860,62694,-6726,3469,260127,103855,256962,44109,3165,59746
2021/10/5,投信,453,1486,27,88,426,1398,18169,47089,21919,64284,-3750,-17195
2021/10/5,外資及陸資,694160,497452,708286,520050,-14126,-22598,185160,105311,490941,235006,-305781,-129695
2021/10/6,自營商,437412,58869,431495,56880,5917,1989,236129,101218,200643,39594,35486,61624
2021/10/6,投信,129,379,113,340,16,39,18182,47035,21917,64159,-3735,-17124
2021/10/6,外資及陸資,569467,386381,558967,371687,10500,14694,177812,111647,475585,226035,-297773,-114388
2021/10/7,自營商,270430,57099,261928,64702,8502,-7603,255324,101400,211398,46169,43926,55231
2021/10/7,投信,1145,3810,7,6,1138,3804,18488,49016,21085,62688,-2597,-13672
2021/10/7,外資及陸資,457365,422764,451600,434285,5765,-11521,190100,111727,482087,240282,-291987,-128555
2021/10/8,自營商,204384,36970,214005,34966,-9621,2004,263659,104858,229302,47918,34357,56940
2021/10/8,投信,10,33,329,1094,-319,-1061,18390,48480,21306,63138,-2916,-14658
2021/10/8,外資及陸資,358980,285801,365273,298665,-6293,-12864,199425,104352,497705,245011,-298280,-140659
2021/10/12,自營商,312692,56554,317610,59095,-4918,-2541,278307,106969,249315,53276,28992,53693
2021/10/12,投信,52,171,620,2036,-568,-1865,18273,47507,21757,63845,-3484,-16338
2021/10/12,外資及陸資,524856,410380,508402,388107,16454,22273,215395,109534,497206,225746,-281811,-116212
2021/10/13,自營商,421539,54479,437937,56181,-16398,-1702,231211,102405,207482,50634,23729,51771
2021/10/13,投信,169,526,290,921,-121,-395,18286,47276,21891,63904,-3605,-16628
2021/10/13,外資及陸資,565584,330716,565255,342471,329,-11755,206512,104638,494733,231493,-288221,-126855
2021/10/14,自營商,185150,39049,186527,38999,-1377,50,237099,101472,215144,49465,21955,52007
2021/10/14,投信,86,283,39,128,47,155,18322,47623,21880,64183,-3558,-16560
2021/10/14,外資及陸資,416066,330103,403564,318352,12502,11751,218220,117091,493939,232888,-275719,-115797
2021/10/15,自營商,263976,59131,247719,53788,16257,5343,251138,106297,212642,47575,38496,58722
2021/10/15,投信,3766,8083,2269,3062,1497,5021,18853,50510,20914,62438,-2061,-11928
2021/10/15,外資及陸資,460219,344621,453371,347002,6848,-2381,229517,118987,498502,240002,-268985,-121015
2021/10/18,自營商,234032,67332,234536,69058,-504,-1726,258103,106924,219586,50200,38517,56724
2021/10/18,投信,20194,62814,20048,62311,146,503,18965,50633,20880,62027,-1915,-11394
2021/10/18,外資及陸資,533661,357956,536700,363503,-3039,-5547,239508,123068,511505,248908,-271997,-125840
2021/10/19,自營商,273912,74854,258760,79146,15152,-4292,288622,106150,234020,52967,54602,53183
2021/10/19,投信,17433,48078,16708,45577,725,2501,19341,52519,20531,61539,-1190,-9020
2021/10/19,外資及陸資,478783,356234,471749,350908,7034,5326,243177,124225,508128,246323,-264951,-122098
2021/10/20,自營商,331132,65812,341468,59550,-10336,6262,162135,91978,109542,28847,52593,63131
2021/10/20,投信,388,1096,156,334,232,762,19572,53302,20530,61565,-958,-8263
2021/10/20,外資及陸資,441420,261421,448250,268222,-6830,-6801,118265,92383,362770,206870,-244505,-114487
2021/10/21,自營商,209917,43069,212670,42157,-2753,912,187133,94597,137422,30765,49711,63832
2021/10/21,投信,64,216,1315,4376,-1251,-4160,18306,48874,20515,61256,-2209,-12382
2021/10/21,外資及陸資,337988,284857,350375,293151,-12387,-8294,130553,100247,387361,222614,-256808,-122367
2021/10/22,自營商,153985,32818,158952,31890,-4967,928,191347,95007,146678,30109,44669,64898
2021/10/22,投信,18,61,107,338,-89,-277,18215,48708,20513,61391,-2298,-12683
2021/10/22,外資及陸資,313399,260092,315959,266493,-2560,-6401,134761,99626,394120,228622,-259359,-128996
2021/10/25,自營商,191405,36643,196261,37059,-4856,-416,202302,95811,162345,31215,39957,64596
2021/10/25,投信,40,135,67,208,-27,-73,18190,48736,20515,61520,-2325,-12784
2021/10/25,外資及陸資,369752,284106,373175,279807,-3423,4299,139908,100063,398484,225218,-258576,-125155
2021/10/26,自營商,241032,38867,227040,42892,13992,-4025,225074,98468,171249,37301,53825,61167
