交易日期,契約,到期月份(週別),開盤價,最高價,最低價,收盤價,漲跌價,漲跌%,成交量,結算價,未沖銷契約數,最後最佳買價,最後最佳賣價,歷史最高價,歷史最低價,是否因訊息面暫停交易,交易時段,價差對單式委託成交量
2023/2/13,TX,202303,15489,15530,15418,15525,-31,-0.20%,30984,15520,31558,15522,15524,17000,12563,,一般,
2023/2/13,TX,202303,15568,15623,15486,15547,-9,-0.06%,2704,-,-,15545,15552,17000,12563,,盤後,
2023/2/13,TX,202304,15468,15486,15395,15486,-36,-0.23%,249,15486,713,15483,15489,15670,15174,,一般,
2023/2/13,TX,202304,15546,15580,15453,15518,-4,-0.03%,139,-,-,15510,15516,15670,15174,,盤後,
2023/2/13,TX,202306,15400,15426,15335,15426,-39,-0.25%,35,15426,484,15425,15432,15607,12496,,一般,
2023/2/13,TX,202306,15505,15505,15441,15448,-17,-0.11%,15,-,-,15453,15461,15607,12496,,盤後,
2023/2/13,TX,202309,14934,14934,14827,14896,-48,-0.32%,16,14913,314,14908,14918,15089,11969,,一般,
2023/2/13,TX,202309,14984,15001,14886,14886,-58,-0.39%,9,-,-,14932,14945,15089,11969,,盤後,
2023/2/13,TX,202312,14740,14808,14740,14808,-35,-0.24%,22,14808,87,14805,14819,14969,13257,,一般,
2023/2/13,TX,202312,14885,14885,14785,14793,-50,-0.34%,27,-,-,14829,14844,14969,13257,,盤後,
2023/2/14,TX,202302,15633,15682,15588,15661,129,0.83%,76846,15658,25568,15658,15661,15743,13909,,一般,
2023/2/14,TX,202302,15534,15661,15524,15652,120,0.77%,42795,-,-,15651,15652,15743,13909,,盤後,
2023/2/14,TX,202303,15608,15670,15581,15645,125,0.81%,27044,15645,47565,15643,15646,17000,12563,,一般,
2023/2/14,TX,202303,15525,15642,15514,15633,113,0.73%,11163,-,-,15632,15634,17000,12563,,盤後,
2023/2/14,TX,202304,15585,15631,15546,15605,119,0.77%,267,15605,796,15606,15610,15670,15174,,一般,
2023/2/14,TX,202304,15486,15604,15486,15595,109,0.70%,214,-,-,15595,15600,15670,15174,,盤後,
2023/2/14,TX,202306,15513,15563,15495,15553,127,0.82%,26,15553,490,15543,15552,15607,12496,,一般,
2023/2/14,TX,202306,15445,15522,15445,15522,96,0.62%,20,-,-,15537,15545,15607,12496,,盤後,
2023/2/14,TX,202309,14993,15035,14983,15020,107,0.72%,17,15020,320,15024,15035,15089,11969,,一般,
2023/2/14,TX,202309,14919,15006,14919,15004,91,0.61%,19,-,-,15007,15020,15089,11969,,盤後,
2023/2/14,TX,202312,14888,14928,14865,14928,120,0.81%,14,14928,88,14921,14931,14969,13257,,一般,
2023/2/14,TX,202312,14849,14899,14849,14899,91,0.61%,5,-,-,14914,14922,14969,13257,,盤後,
2023/2/15,TX,202302,15502,15550,15382,15398,-260,-1.66%,60917,0,11695,15398,15399,15743,13909,,一般,
2023/2/15,TX,202302,15665,15741,15592,15720,62,0.40%,75095,-,-,15719,15720,15743,13909,,盤後,
2023/2/15,TX,202303,15495,15533,15360,15361,-284,-1.82%,61273,15366,62006,15361,15365,17000,12563,,一般,
2023/2/15,TX,202303,15649,15725,15583,15704,59,0.38%,15111,-,-,15701,15705,17000,12563,,盤後,
2023/2/15,TX,202304,15475,15496,15326,15326,-279,-1.79%,799,15327,1088,15323,15330,15681,15174,,一般,
2023/2/15,TX,202304,15610,15681,15546,15671,66,0.42%,472,-,-,15665,15669,15681,15174,,盤後,
2023/2/15,TX,202306,15418,15428,15276,15276,-277,-1.78%,28,15276,502,15268,15275,15607,12496,,一般,
2023/2/15,TX,202306,15561,15607,15503,15607,54,0.35%,18,-,-,15600,15612,15607,12496,,盤後,
2023/2/15,TX,202309,14892,14898,14750,14750,-270,-1.80%,37,14750,318,14750,14760,15090,11969,,一般,
2023/2/15,TX,202309,15065,15090,15007,15050,30,0.20%,27,-,-,15078,15088,15090,11969,,盤後,
2023/2/15,TX,202312,14800,14800,14668,14668,-260,-1.74%,29,14668,113,14652,14665,14993,13257,,一般,
2023/2/15,TX,202312,14951,14993,14900,14988,60,0.40%,16,-,-,14982,14991,14993,13257,,盤後,
2023/2/16,TX,202303,15458,15599,15451,15546,180,1.17%,81731,15543,68566,15543,15546,17000,12563,,一般,
2023/2/16,TX,202303,15357,15426,15338,15421,55,0.36%,46052,-,-,15420,15421,17000,12563,,盤後,
2023/2/16,TX,202304,15416,15554,15414,15506,179,1.17%,869,15505,1555,15503,15506,15681,15174,,一般,
2023/2/16,TX,202304,15322,15386,15305,15376,49,0.32%,339,-,-,15382,15385,15681,15174,,盤後,
2023/2/16,TX,202305,15411,15520,15411,15490,169,1.10%,61,15490,49,15481,15486,15520,15411,,一般,
2023/2/16,TX,202306,15350,15480,15350,15472,196,1.28%,37,15437,536,15432,15442,15607,12496,,一般,
2023/2/16,TX,202306,15268,15324,15267,15324,48,0.31%,20,-,-,15319,15327,15607,12496,,盤後,
2023/2/16,TX,202309,14850,14957,14850,14910,160,1.08%,24,14910,315,14901,14912,15090,11969,,一般,
2023/2/16,TX,202309,14750,14800,14748,14800,50,0.34%,16,-,-,14797,14806,15090,11969,,盤後,
2023/2/16,TX,202312,14767,14864,14767,14824,156,1.06%,31,14824,101,14814,14824,14993,13257,,一般,
2023/2/16,TX,202312,14663,14667,14663,14667,-1,-0.01%,3,-,-,14712,14717,14993,13257,,盤後,
2023/2/17,TX,202303,15428,15475,15384,15433,-110,-0.71%,71212,15436,65814,15433,15435,17000,12563,,一般,
2023/2/17,TX,202303,15540,15569,15407,15438,-105,-0.68%,61539,-,-,15435,15437,17000,12563,,盤後,
2023/2/17,TX,202304,15387,15439,15350,15398,-107,-0.69%,672,15399,1497,15397,15401,15681,15174,,一般,
2023/2/17,TX,202304,15504,15525,15375,15406,-99,-0.64%,709,-,-,15398,15403,15681,15174,,盤後,
2023/2/17,TX,202305,15375,15405,15335,15381,-109,-0.70%,44,15381,93,15377,15382,15520,15335,,一般,
2023/2/17,TX,202305,15471,15503,15361,15375,-115,-0.74%,81,-,-,15377,15383,15520,15361,,盤後,
2023/2/17,TX,202306,15330,15366,15298,15298,-139,-0.90%,10,15332,535,15330,15334,15607,12496,,一般,
2023/2/17,TX,202306,15450,15450,15331,15331,-106,-0.69%,23,-,-,15333,15340,15607,12496,,盤後,
2023/2/17,TX,202309,14828,14846,14777,14817,-93,-0.62%,9,14817,321,14808,14815,15090,11969,,一般,
2023/2/17,TX,202309,14921,14921,14830,14830,-80,-0.54%,12,-,-,14808,14817,15090,11969,,盤後,
2023/2/17,TX,202312,14741,14741,14675,14718,-106,-0.72%,10,14718,95,14713,14720,14993,13257,,一般,
2023/2/17,TX,202312,14824,14824,14700,14741,-83,-0.56%,12,-,-,14717,14728,14993,13257,,盤後,
2023/2/20,TX,202303,15386,15555,15367,15522,86,0.56%,70776,15524,68490,15522,15524,17000,12563,,一般,
2023/2/20,TX,202303,15436,15469,15394,15431,-5,-0.03%,40310,-,-,15431,15436,17000,12563,,盤後,
2023/2/20,TX,202304,15365,15517,15334,15487,88,0.57%,610,15488,1682,15485,15488,15681,15174,,一般,
2023/2/20,TX,202304,15393,15431,15362,15400,1,0.01%,477,-,-,15395,15402,15681,15174,,盤後,
2023/2/20,TX,202305,15346,15495,15338,15463,82,0.53%,68,15463,107,15465,15469,15520,15335,,一般,
2023/2/20,TX,202305,15397,15400,15356,15381,0,0.00%,31,-,-,15374,15383,15520,15335,,盤後,
2023/2/20,TX,202306,15276,15436,15276,15436,104,0.68%,17,15419,554,15416,15422,15607,12496,,一般,
2023/2/20,TX,202306,15349,15353,15301,15333,1,0.01%,40,-,-,15326,15336,15607,12496,,盤後,
2023/2/20,TX,202309,14770,14915,14770,14866,49,0.33%,35,14885,322,14882,14889,15090,11969,,一般,
2023/2/20,TX,202309,14790,14832,14780,14780,-37,-0.25%,10,-,-,14807,14817,15090,11969,,盤後,
2023/2/20,TX,202312,14687,14814,14687,14774,56,0.38%,10,14795,93,14792,14799,14993,13257,,一般,
2023/2/20,TX,202312,14710,14710,14709,14709,-9,-0.06%,3,-,-,14711,14721,14993,13257,,盤後,
2023/2/21,TX,202303,15486,15547,15471,15528,4,0.03%,57221,15528,66991,15527,15530,17000,12563,,一般,
2023/2/21,TX,202303,15531,15532,15484,15502,-22,-0.14%,16874,-,-,15500,15501,17000,12563,,盤後,
2023/2/21,TX,202304,15458,15510,15439,15493,5,0.03%,388,15491,1845,15490,15495,15681,15174,,一般,
2023/2/21,TX,202304,15488,15494,15450,15470,-18,-0.12%,185,-,-,15463,15467,15681,15174,,盤後,
2023/2/21,TX,202305,15435,15480,15422,15473,10,0.06%,52,15473,131,15472,15478,15520,15335,,一般,
2023/2/21,TX,202305,15465,15465,15430,15430,-33,-0.21%,19,-,-,15443,15448,15520,15335,,盤後,
2023/2/21,TX,202306,15380,15432,15380,15425,6,0.04%,16,15425,561,15423,15429,15607,12496,,一般,
2023/2/21,TX,202306,-,-,-,-,-,-,0,-,-,15397,15401,15607,12496,,盤後,
2023/2/21,TX,202309,14869,14910,14853,14908,23,0.15%,14,14895,324,14891,14899,15090,11969,,一般,
2023/2/21,TX,202309,14889,14889,14862,14869,-16,-0.11%,4,-,-,14866,14871,15090,11969,,盤後,
2023/2/21,TX,202312,14761,14803,14761,14803,8,0.05%,4,14803,95,14799,14807,14993,13257,,一般,
2023/2/21,TX,202312,-,-,-,-,-,-,0,-,-,14772,14778,14993,13257,,盤後,
2023/2/22,TX,202303,15353,15415,15306,15376,-152,-0.98%,80471,15375,68756,15375,15377,17000,12563,,一般,
2023/2/22,TX,202303,15532,15534,15371,15371,-157,-1.01%,45859,-,-,15371,15376,17000,12563,,盤後,
2023/2/22,TX,202304,15330,15380,15277,15340,-151,-0.97%,803,15341,1973,15340,15344,15681,15174,,一般,
2023/2/22,TX,202304,15495,15495,15339,15339,-152,-0.98%,620,-,-,15336,15344,15681,15174,,盤後,
2023/2/22,TX,202305,15305,15334,15270,15325,-148,-0.96%,20,15325,175,15323,15327,15520,15270,,一般,
2023/2/22,TX,202305,15473,15473,15320,15320,-153,-0.99%,62,-,-,15317,15326,15520,15320,,盤後,
2023/2/22,TX,202306,15272,15288,15212,15276,-149,-0.97%,18,15276,560,15275,15279,15607,12496,,一般,
2023/2/22,TX,202306,15417,15417,15278,15278,-147,-0.95%,44,-,-,15275,15283,15607,12496,,盤後,
2023/2/22,TX,202309,14740,14745,14686,14722,-173,-1.16%,26,14749,331,14746,14753,15090,11969,,一般,
2023/2/22,TX,202309,14849,14849,14770,14770,-125,-0.84%,14,-,-,14741,14751,15090,11969,,盤後,
2023/2/22,TX,202312,14599,14605,14599,14599,-204,-1.38%,3,14653,101,14650,14657,14993,13257,,一般,
2023/2/22,TX,202312,14729,14736,14677,14677,-126,-0.85%,11,-,-,14650,14660,14993,13257,,盤後,
2023/2/23,TX,202303,15435,15656,15433,15597,222,1.44%,92289,15600,71983,15597,15600,17000,12563,,一般,
2023/2/23,TX,202303,15378,15447,15344,15369,-6,-0.04%,47300,-,-,15367,15369,17000,12563,,盤後,
2023/2/23,TX,202304,15390,15618,15390,15562,221,1.44%,1502,15565,2728,15560,15565,15681,15174,,一般,
2023/2/23,TX,202304,15347,15411,15315,15315,-26,-0.17%,802,-,-,15332,15337,15681,15174,,盤後,
2023/2/23,TX,202305,15437,15602,15406,15550,225,1.47%,158,15550,219,15543,15549,15602,15270,,一般,
2023/2/23,TX,202305,15330,15385,15300,15300,-25,-0.16%,35,-,-,15315,15320,15520,15270,,盤後,
2023/2/23,TX,202306,15373,15545,15360,15507,231,1.51%,51,15507,590,15495,15502,15607,12496,,一般,
2023/2/23,TX,202306,15276,15333,15269,15269,-7,-0.05%,9,-,-,15269,15275,15607,12496,,盤後,
2023/2/23,TX,202309,14853,15000,14845,14983,234,1.59%,53,14962,339,14958,14967,15090,11969,,一般,
2023/2/23,TX,202309,14794,14804,14784,14784,35,0.24%,9,-,-,14736,14743,15090,11969,,盤後,
2023/2/23,TX,202312,14734,14918,14734,14869,216,1.47%,29,14869,89,14868,14875,14993,13257,,一般,
2023/2/23,TX,202312,14700,14707,14700,14706,53,0.36%,6,-,-,14642,14649,14993,13257,,盤後,
2023/2/24,TX,202303,15642,15684,15526,15542,-58,-0.37%,76672,15541,68616,15540,15544,17000,12563,,一般,
2023/2/24,TX,202303,15595,15699,15561,15642,42,0.27%,55375,-,-,15636,15643,17000,12563,,盤後,
2023/2/24,TX,202304,15604,15645,15493,15506,-59,-0.38%,554,15506,2726,15506,15510,15681,15174,,一般,
2023/2/24,TX,202304,15564,15660,15530,15600,35,0.22%,649,-,-,15600,15609,15681,15174,,盤後,
2023/2/24,TX,202305,15580,15628,15479,15495,-55,-0.35%,107,15495,293,15490,15496,15641,15270,,一般,
2023/2/24,TX,202305,15550,15641,15520,15592,42,0.27%,68,-,-,15583,15593,15641,15270,,盤後,
2023/2/24,TX,202306,15515,15515,15450,15450,-57,-0.37%,9,15450,595,15443,15450,15607,12496,,一般,
2023/2/24,TX,202306,15524,15591,15482,15482,-25,-0.16%,5,-,-,15536,15547,15607,12496,,盤後,
2023/2/24,TX,202309,14989,14991,14896,14896,-66,-0.44%,12,14907,347,14903,14912,15090,11969,,一般,
2023/2/24,TX,202309,14962,15047,14960,15030,68,0.45%,34,-,-,14998,15010,15090,11969,,盤後,
2023/2/24,TX,202312,14947,14947,14813,14813,-56,-0.38%,8,14813,93,14809,14818,14993,13257,,一般,
2023/2/24,TX,202312,14894,14960,14893,14893,24,0.16%,7,-,-,14905,14917,14993,13257,,盤後,
2023/2/1,TX,202302/202303    ,-,-,-,-,-,-,0,-,-,-31,-29,-29,-38,,一般,282
2023/2/1,TX,202302/202304    ,-,-,-,-,-,-,0,-,-,-71,-68,-61,-64,,一般,42
2023/2/1,TX,202302/202306    ,-,-,-,-,-,-,0,-,-,-130,-126,-126,-132,,一般,17
2023/2/1,TX,202302/202309    ,-631,-631,-637,-637,-,-,2,-,-,-637,-630,-624,-637,,一般,2
2023/2/1,TX,202302/202309    ,-626,-626,-626,-626,-,-,1,-,-,-628,-621,-624,-626,,盤後,0
2023/2/1,TX,202302/202312    ,-,-,-,-,-,-,0,-,-,-733,-726,-719,-737,,一般,3
2023/2/1,TX,202304/202306    ,-,-,-,-,-,-,0,-,-,-60,25,-,-,,一般,14
2023/2/1,TX,202306/202309    ,-501,-500,-501,-500,-,-,2,-,-,-550,-501,-466,-535,,一般,0
2023/2/2,TX,202302/202303    ,-33,-33,-34,-34,-,-,438,-,-,-34,-32,-29,-38,,一般,848
2023/2/2,TX,202302/202304    ,-,-,-,-,-,-,0,-,-,-74,-70,-61,-64,,一般,66
2023/2/2,TX,202302/202306    ,-131,-131,-137,-137,-,-,4,-,-,-132,-129,-126,-137,,一般,29
2023/2/2,TX,202302/202309    ,-663,-657,-663,-657,-,-,3,-,-,-660,-640,-624,-663,,一般,31
2023/2/2,TX,202302/202312    ,-754,-750,-754,-750,-,-,5,-,-,-752,-742,-719,-754,,一般,17
2023/2/2,TX,202302/202312    ,-736,-736,-736,-736,-,-,1,-,-,-742,-733,-719,-737,,盤後,0
2023/2/2,TX,202303/202304    ,-,-,-,-,-,-,0,-,-,-43,-38,-35,-37,,一般,16
2023/2/2,TX,202304/202306    ,-,-,-,-,-,-,0,-,-,-60,25,-,-,,一般,10
2023/2/2,TX,202309/202312    ,-,-,-,-,-,-,0,-,-,-102,-88,-80,-81,,一般,2
2023/2/3,TX,202302/202303    ,-31,-31,-31,-31,-,-,13,-,-,-32,-30,-29,-38,,一般,425
2023/2/3,TX,202302/202304    ,-,-,-,-,-,-,0,-,-,-72,-69,-61,-64,,一般,48
2023/2/3,TX,202302/202306    ,-126,-126,-126,-126,-,-,1,-,-,-130,-127,-126,-137,,一般,33
2023/2/3,TX,202302/202309    ,-,-,-,-,-,-,0,-,-,-649,-642,-624,-663,,一般,21
2023/2/3,TX,202302/202312    ,-,-,-,-,-,-,0,-,-,-745,-740,-719,-754,,一般,4
2023/2/3,TX,202303/202304    ,-,-,-,-,-,-,0,-,-,-44,-38,-35,-37,,一般,6
2023/2/3,TX,202304/202306    ,-,-,-,-,-,-,0,-,-,-59,25,-,-,,一般,2
2023/2/3,TX,202306/202309    ,-,-,-,-,-,-,0,-,-,-560,-513,-466,-535,,一般,1
2023/2/3,TX,202306/202312    ,-,-,-,-,-,-,0,-,-,-,-612,-,-,,一般,1
2023/2/6,TX,202302/202303    ,-28,-27,-29,-29,-,-,25,-,-,-29,-27,-27,-38,,一般,572
2023/2/6,TX,202302/202304    ,-,-,-,-,-,-,0,-,-,-67,-64,-61,-64,,一般,139
2023/2/6,TX,202302/202306    ,-,-,-,-,-,-,0,-,-,-125,-122,-126,-137,,一般,22
2023/2/6,TX,202302/202309    ,-,-,-,-,-,-,0,-,-,-637,-631,-624,-663,,一般,10
2023/2/6,TX,202302/202312    ,-,-,-,-,-,-,0,-,-,-738,-731,-719,-754,,一般,5
2023/2/6,TX,202302/202312    ,-739,-739,-739,-739,-,-,1,-,-,-744,-736,-719,-754,,盤後,0
2023/2/6,TX,202303/202304    ,-,-,-,-,-,-,0,-,-,-40,-36,-35,-38,,一般,16
2023/2/6,TX,202303/202304    ,-38,-38,-38,-38,-,-,1,-,-,-42,-36,-35,-38,,盤後,0
2023/2/6,TX,202304/202306    ,-,-,-,-,-,-,0,-,-,-60,25,-,-,,一般,9
2023/2/6,TX,202306/202309    ,-,-,-,-,-,-,0,-,-,-560,-503,-466,-535,,一般,5
2023/2/6,TX,202306/202312    ,-,-,-,-,-,-,0,-,-,-,50,-,-,,一般,1
2023/2/7,TX,202302/202303    ,-29,-28,-29,-28,-,-,87,-,-,-29,-27,-27,-38,,一般,531
2023/2/7,TX,202302/202303    ,-29,-29,-29,-29,-,-,14,-,-,-29,-26,-27,-38,,盤後,0
2023/2/7,TX,202302/202304    ,-,-,-,-,-,-,0,-,-,-67,-65,-61,-64,,一般,82
2023/2/7,TX,202302/202306    ,-,-,-,-,-,-,0,-,-,-126,-123,-126,-137,,一般,9
2023/2/7,TX,202302/202312    ,-,-,-,-,-,-,0,-,-,-735,-730,-719,-754,,一般,7
2023/2/7,TX,202303/202304    ,-,-,-,-,-,-,0,-,-,-40,-36,-35,-38,,一般,3
2023/2/7,TX,202304/202306    ,-,-,-,-,-,-,0,-,-,-59,25,-,-,,一般,6
2023/2/8,TX,202302/202303    ,-29,-28,-33,-28,-,-,408,-,-,-30,-28,-26,-38,,一般,1557
2023/2/8,TX,202302/202303    ,-26,-26,-26,-26,-,-,1,-,-,-30,-26,-26,-38,,盤後,0
2023/2/8,TX,202302/202304    ,-69,-69,-69,-69,-,-,2,-,-,-70,-67,-61,-69,,一般,117
2023/2/8,TX,202302/202306    ,-,-,-,-,-,-,0,-,-,-128,-124,-126,-137,,一般,31
2023/2/8,TX,202302/202309    ,-,-,-,-,-,-,0,-,-,-649,-641,-624,-663,,一般,14
2023/2/8,TX,202302/202312    ,-,-,-,-,-,-,0,-,-,-747,-736,-719,-754,,一般,12
2023/2/8,TX,202303/202304    ,-,-,-,-,-,-,0,-,-,-41,-37,-35,-38,,一般,5
2023/2/8,TX,202303/202312    ,-,-,-,-,-,-,0,-,-,-718,-704,-685,-685,,一般,1
2023/2/9,TX,202302/202303    ,-28,-26,-28,-27,-,-,165,-,-,-28,-27,-26,-38,,一般,1004
2023/2/9,TX,202302/202304    ,-66,-66,-66,-66,-,-,2,-,-,-67,-64,-61,-69,,一般,93
2023/2/9,TX,202302/202304    ,-68,-68,-68,-68,-,-,12,-,-,-66,-63,-61,-69,,盤後,0
2023/2/9,TX,202302/202306    ,-,-,-,-,-,-,0,-,-,-124,-121,-126,-137,,一般,11
2023/2/9,TX,202302/202309    ,-643,-643,-643,-643,-,-,1,-,-,-648,-640,-624,-663,,一般,5
2023/2/9,TX,202302/202312    ,-,-,-,-,-,-,0,-,-,-741,-736,-719,-754,,一般,3
2023/2/9,TX,202303/202304    ,-,-,-,-,-,-,0,-,-,-40,-37,-35,-38,,一般,8
2023/2/10,TX,202302/202303    ,-25,-19,-28,-20,-,-,3171,-,-,-23,-20,-19,-38,,一般,2307
2023/2/10,TX,202302/202303    ,-27,-27,-27,-27,-,-,12,-,-,-28,-26,-26,-38,,盤後,0
2023/2/10,TX,202302/202304    ,-,-,-,-,-,-,0,-,-,-60,-58,-61,-69,,一般,93
2023/2/10,TX,202302/202306    ,-114,-114,-114,-114,-,-,1,-,-,-117,-112,-114,-137,,一般,34
2023/2/10,TX,202302/202309    ,-,-,-,-,-,-,0,-,-,-637,-628,-624,-663,,一般,6
2023/2/10,TX,202302/202309    ,-652,-652,-652,-652,-,-,1,-,-,-649,-642,-624,-663,,盤後,0
2023/2/10,TX,202302/202312    ,-738,-738,-738,-738,-,-,1,-,-,-738,-730,-719,-754,,一般,1
2023/2/10,TX,202303/202304    ,-,-,-,-,-,-,0,-,-,-39,-35,-35,-38,,一般,26
2023/2/10,TX,202303/202312    ,-,-,-,-,-,-,0,-,-,-718,-709,-685,-685,,一般,1
2023/2/10,TX,202304/202306    ,-,-,-,-,-,-,0,-,-,-58,25,-,-,,一般,11
2023/2/10,TX,202306/202309    ,-,-,-,-,-,-,0,-,-,-560,-513,-466,-535,,一般,4
2023/2/13,TX,202302/202303    ,-17,-7,-20,-10,-,-,20020,-,-,-13,-10,-7,-38,,一般,4592
2023/2/13,TX,202302/202303    ,-22,-20,-22,-20,-,-,12,-,-,-21,-17,-19,-38,,盤後,0
2023/2/13,TX,202302/202304    ,-55,-49,-55,-49,-,-,14,-,-,-50,-46,-49,-69,,一般,140
2023/2/13,TX,202302/202306    ,-103,-103,-103,-103,-,-,4,-,-,-108,-104,-103,-137,,一般,23
2023/2/13,TX,202302/202309    ,-,-,-,-,-,-,0,-,-,-625,-618,-624,-663,,一般,13
2023/2/13,TX,202302/202312    ,-,-,-,-,-,-,0,-,-,-728,-714,-719,-754,,一般,17
2023/2/13,TX,202303/202304    ,-,-,-,-,-,-,0,-,-,-40,-35,-35,-38,,一般,119
2023/2/13,TX,202303/202309    ,-,-,-,-,-,-,0,-,-,-,0,-,-,,一般,1
2023/2/13,TX,202303/202312    ,-,-,-,-,-,-,0,-,-,-718,-705,-685,-685,,一般,5
2023/2/13,TX,202304/202306    ,-,-,-,-,-,-,0,-,-,-58,25,-,-,,一般,2
2023/2/14,TX,202302/202303    ,-18,-2,-19,-15,-,-,12195,-,-,-15,-13,-2,-38,,一般,6664
2023/2/14,TX,202302/202303    ,-12,-12,-17,-17,-,-,77,-,-,-19,-17,-7,-38,,盤後,0
2023/2/14,TX,202302/202304    ,-50,-50,-52,-51,-,-,10,-,-,-52,-50,-49,-69,,一般,192
2023/2/14,TX,202302/202304    ,-52,-51,-52,-51,-,-,2,-,-,-56,-52,-49,-69,,盤後,0
2023/2/14,TX,202302/202306    ,-,-,-,-,-,-,0,-,-,-115,-109,-103,-137,,一般,15
2023/2/14,TX,202302/202309    ,-,-,-,-,-,-,0,-,-,-634,-626,-624,-663,,一般,12
2023/2/14,TX,202302/202312    ,-724,-724,-724,-724,-,-,2,-,-,-737,-730,-719,-754,,一般,10
2023/2/14,TX,202302/202312    ,-729,-729,-729,-729,-,-,1,-,-,-737,-730,-719,-754,,盤後,0
2023/2/14,TX,202303/202304    ,-,-,-,-,-,-,0,-,-,-40,-36,-35,-38,,一般,63
2023/2/14,TX,202303/202309    ,-,-,-,-,-,-,0,-,-,-,0,-,-,,一般,2
2023/2/14,TX,202303/202312    ,-,-,-,-,-,-,0,-,-,-725,-715,-685,-685,,一般,2
2023/2/14,TX,202304/202306    ,-,-,-,-,-,-,0,-,-,-62,25,-,-,,一般,5
2023/2/14,TX,202309/202312    ,-,-,-,-,-,-,0,-,-,-107,-70,-80,-81,,一般,1
2023/2/15,TX,202302/202303    ,-18,-6,-29,-29,-,-,1854,-,-,-,-,-2,-38,,一般,10304
2023/2/15,TX,202302/202303    ,-13,-11,-18,-18,-,-,122,-,-,-18,-15,-2,-38,,盤後,0
2023/2/15,TX,202302/202304    ,-49,-49,-50,-50,-,-,2,-,-,-,-,-49,-69,,一般,100
2023/2/15,TX,202302/202306    ,-,-,-,-,-,-,0,-,-,-,-,-103,-137,,一般,3
2023/2/15,TX,202302/202309    ,-,-,-,-,-,-,0,-,-,-,-,-624,-663,,一般,25
2023/2/15,TX,202302/202312    ,-,-,-,-,-,-,0,-,-,-,-,-719,-754,,一般,18
2023/2/15,TX,202302/202312    ,-738,-738,-738,-738,-,-,1,-,-,-737,-726,-719,-754,,盤後,0
2023/2/15,TX,202303/202304    ,-35,-35,-35,-35,-,-,2,-,-,-38,-35,-35,-38,,一般,563
2023/2/15,TX,202303/202304    ,-35,-35,-35,-35,-,-,4,-,-,-38,-35,-35,-38,,盤後,0
2023/2/15,TX,202303/202309    ,-603,-603,-603,-603,-,-,1,-,-,-611,-605,-603,-603,,一般,4
2023/2/15,TX,202303/202312    ,-,-,-,-,-,-,0,-,-,-709,-700,-685,-685,,一般,9
2023/2/15,TX,202304/202306    ,-,-,-,-,-,-,0,-,-,-60,-55,-,-,,一般,17
2023/2/15,TX,202304/202312    ,-,-,-,-,-,-,0,-,-,-672,-662,-,-,,一般,2
2023/2/15,TX,202309/202312    ,-,-,-,-,-,-,0,-,-,-107,-70,-80,-81,,一般,1
2023/2/16,TX,202303/202304    ,-36,-36,-41,-40,-,-,91,-,-,-40,-38,-35,-41,,一般,608
2023/2/16,TX,202303/202305    ,-,-,-,-,-,-,0,-,-,-62,-60,-,-,,一般,42
2023/2/16,TX,202303/202306    ,-,-,-,-,-,-,0,-,-,-111,-104,-74,-74,,一般,20
2023/2/16,TX,202303/202309    ,-622,-622,-624,-624,-,-,2,-,-,-642,-634,-603,-624,,一般,16
2023/2/16,TX,202303/202312    ,-,-,-,-,-,-,0,-,-,-729,-722,-685,-685,,一般,23
2023/2/16,TX,202304/202305    ,-,-,-,-,-,-,0,-,-,-24,-13,-,-,,一般,10
2023/2/16,TX,202304/202306    ,-,-,-,-,-,-,0,-,-,-,0,-,-,,一般,3
2023/2/16,TX,202304/202312    ,-,-,-,-,-,-,0,-,-,-692,-673,-,-,,一般,5
2023/2/16,TX,202305/202306    ,-43,-43,-43,-43,-,-,2,-,-,-48,-44,-43,-43,,一般,12
2023/2/16,TX,202306/202309    ,-,-,-,-,-,-,0,-,-,-560,-521,-466,-535,,一般,1
2023/2/16,TX,202309/202312    ,-,-,-,-,-,-,0,-,-,-,-86,-80,-81,,一般,5
2023/2/17,TX,202303/202304    ,-36,-36,-36,-36,-,-,3,-,-,-37,-34,-35,-41,,一般,423
2023/2/17,TX,202303/202304    ,-38,-37,-38,-37,-,-,5,-,-,-37,-34,-35,-41,,盤後,0
2023/2/17,TX,202303/202305    ,-,-,-,-,-,-,0,-,-,-56,-53,-,-,,一般,43
2023/2/17,TX,202303/202306    ,-101,-101,-101,-101,-,-,2,-,-,-103,-101,-74,-101,,一般,8
2023/2/17,TX,202303/202306    ,-98,-98,-98,-98,-,-,1,-,-,-102,-97,-74,-98,,盤後,0
2023/2/17,TX,202303/202309    ,-622,-622,-622,-622,-,-,1,-,-,-625,-620,-603,-624,,一般,8
2023/2/17,TX,202303/202312    ,-,-,-,-,-,-,0,-,-,-720,-715,-685,-685,,一般,8
2023/2/17,TX,202304/202312    ,-,-,-,-,-,-,0,-,-,-689,-678,-,-,,一般,1
2023/2/17,TX,202309/202312    ,-,-,-,-,-,-,0,-,-,-97,75,-80,-81,,一般,1
2023/2/20,TX,202303/202304    ,-36,-36,-36,-36,-,-,6,-,-,-38,-36,-34,-41,,一般,403
2023/2/20,TX,202303/202304    ,-34,-34,-34,-34,-,-,3,-,-,-36,-34,-34,-41,,盤後,0
